latitude,longitude,number_of_bikes,station_name,restaurant_name,categories,address,review_count,rating,distance
43.323781022808305,11.338891018177035,10,Ravacciano,Taverna di cecco,Tuscan,Via cecco angliolieri 19,52.0,4.5,701.7432267070961
43.323781022808305,11.338891018177035,10,Ravacciano,La chiacchiera,Italian,Via costa di san antonio 4,23.0,4.3,903.8359529240907
43.323781022808305,11.338891018177035,10,Ravacciano,Café nannini,Cafes,Piazza matteotti 32,14.0,4.4,857.9628049110418
43.323781022808305,11.338891018177035,10,Ravacciano,Ri.me.,Tuscan,Via giovanni duprè 90,15.0,4.3,1058.8826795638254
43.323781022808305,11.338891018177035,10,Ravacciano,Gallo nero,Tuscan,Via del porrione 65,11.0,4.4,749.0228960884958
43.323781022808305,11.338891018177035,10,Ravacciano,Salefino vino e cucina,"Tuscan, wine bars",Via degli umiliati 1,11.0,4.5,867.1372428579568
43.323781022808305,11.338891018177035,10,Ravacciano,Nannini,"Desserts, patisserie/cake shop, cafes",Via banchi di sopra 24,20.0,4.2,749.4629536574713
43.323781022808305,11.338891018177035,10,Ravacciano,Ostaria dá cice,Italian,Via san pietro 32,14.0,4.0,1126.001920197814
43.323781022808305,11.338891018177035,10,Ravacciano,Ristorante san desiderio,Italian,Piazza l. bonelli 2,16.0,3.9,966.2643116849108
43.323781022808305,11.338891018177035,10,Ravacciano,Osteria la sosta di violante,Tuscan,Via di pantaneto 115,25.0,4.6,734.3596364110529
43.323781022808305,11.338891018177035,10,Ravacciano,La grotta di san francesco,"Pizzeria, italian restaurant, soup spot",Via baldassarre peruzzi 20,,,206.0
43.323781022808305,11.338891018177035,10,Ravacciano,Particolare di siena,Restaurant,Via baldassarre peruzzi 26,,,208.0
43.323781022808305,11.338891018177035,10,Ravacciano,Osteria l'osteria,Italian restaurant,Via dei rossi 79,,,590.0
43.323781022808305,11.338891018177035,10,Ravacciano,L'oro di siena di luppoli marcellino & c. snc,"Pizzeria, italian restaurant",Via giuseppe garibaldi 61,,,621.0
43.323781022808305,11.338891018177035,10,Ravacciano,La madonnina rossa,Restaurant,Via simone martini 148,,,337.0
43.323781022808305,11.338891018177035,10,Ravacciano,Sushi bar,"Trattoria, japanese restaurant",Via domenico beccafumi 10,,,519.0
43.323781022808305,11.338891018177035,10,Ravacciano,La prosciutteria,"Bar, italian restaurant, tapas restaurant",Via di pantaneto 89,,,712.0
43.323781022808305,11.338891018177035,10,Ravacciano,Grotta gallo nero,Italian restaurant,Via porrione 65,,,758.0
43.323781022808305,11.338891018177035,10,Ravacciano,Osteria la sosta di violante,Trattoria,Via di pantaneto 115,,,736.0
43.323781022808305,11.338891018177035,10,Ravacciano,Gallo nero,Italian restaurant,Via del porrione 65,,,750.0
43.34779988043242,11.326045898741882,10,S. miniato,La pizzeria di san miniato,Pizzeria,Piazza palmiro togliatti 2,,,26.0
43.34779988043242,11.326045898741882,10,S. miniato,Mensa san miniato ristorante,Restaurant,Via de nicola 9,,,536.0
43.34779988043242,11.326045898741882,10,S. miniato,Il palio restaurant,Restaurant,Via a. lombardi 41 four points by sheraton,,,833.0
43.33228840552265,11.32417581394725,12,Terminal bus,Fonte giusta,Tuscan,Via camollia 102,21.0,4.6,776.7257049114709
43.33228840552265,11.32417581394725,12,Terminal bus,Ravioli wang,Chinese,Viale vittorio emanuele ii 38,9.0,4.8,424.9526588211536
43.33228840552265,11.32417581394725,12,Terminal bus,Salefino vino e cucina,"Tuscan, wine bars",Via degli umiliati 1,11.0,4.5,948.129346840988
43.33228840552265,11.32417581394725,12,Terminal bus,Il vinaio,"Sandwiches, tuscan, fast food",Via camollia 167,12.0,4.3,630.986858019045
43.33228840552265,11.32417581394725,12,Terminal bus,Osteria di kamollia,Tuscan,Via di camollia 114,9.0,4.2,765.2880088434098
43.33228840552265,11.32417581394725,12,Terminal bus,L'oro di siena,"Pizza, italian, trattorie",Via garibaldi 61,9.0,4.8,1016.2162345511688
43.33228840552265,11.32417581394725,12,Terminal bus,Sushiko,"Sushi bars, asian fusion",Piazzale carlo rosselli 25,2.0,4.0,193.9925360536807
43.33228840552265,11.32417581394725,12,Terminal bus,Ristorante da enzo,Italian,Via camollia 49,7.0,4.6,917.3055828773076
43.33228840552265,11.32417581394725,12,Terminal bus,Susy sushi,"Japanese, sushi bars",Piazza rosselli,1.0,4.0,172.55804094643364
43.33228840552265,11.32417581394725,12,Terminal bus,Mozzarella e basilico,"Trattorie, napoletana, pizza",Piazzale rosselli 25,1.0,1.0,203.5593763725637
43.33228840552265,11.32417581394725,12,Terminal bus,Cafe berta,Cafes,Piazza guido chigi saracini,3.0,4.7,543.0627776657673
43.33228840552265,11.32417581394725,12,Terminal bus,La grotta di san francesco,"Seafood, tuscan",Via camollia 25,1.0,5.0,1000.1718741723432
43.33228840552265,11.32417581394725,12,Terminal bus,Tia loca,"Pizza, italian, mediterranean",Via bettino ricasoli 55,2.0,2.5,605.1366828898593
43.33228840552265,11.32417581394725,12,Terminal bus,Ristorante minohana,Tuscan,Viale vittorio emanuele ii 32,2.0,1.0,436.5203523030188
43.33228840552265,11.32417581394725,12,Terminal bus,Pasta mondo,"Pizza, italian, pasta shops",Via camollia 173,1.0,5.0,660.6274891256949
43.33228840552265,11.32417581394725,12,Terminal bus,Cartazucchero,"Used bookstore, bookstores, cafeteria",Via camollia 92,1.0,5.0,795.2974473954035
43.33228840552265,11.32417581394725,12,Terminal bus,Ristorante pizzeria i gabellieri,Pizza,Via v. emanuele 75,2.0,4.0,425.9489617725945
43.33228840552265,11.32417581394725,12,Terminal bus,Il salotto,Tuscan,Via camollia 32,3.0,3.7,929.2421178124688
43.33228840552265,11.32417581394725,12,Terminal bus,Bar cecco,"Cafes, fast food, pizza, coffee & tea",Viale camillo benso conte di cavour,3.0,3.0,875.4986776010403
43.33228840552265,11.32417581394725,12,Terminal bus,Medo cucina arte & vino,Vegetarian,Piazza del sale 3,1.0,5.0,967.184559091466
43.33228840552265,11.32417581394725,12,Terminal bus,Sushiko,Sushi restaurant,Piazzale carlo rosselli 25,,,211.0
43.33228840552265,11.32417581394725,12,Terminal bus,Ravioli wang,Chinese restaurant,Viale vittorio emanuele ii 38,,,415.0
43.33228840552265,11.32417581394725,12,Terminal bus,Turkish pace kebap,Turkish restaurant,Viale vittorio emanuele ii 21,,,487.0
43.33228840552265,11.32417581394725,12,Terminal bus,Osteria il vinaio,"Deli, tuscan restaurant",Via camollia 167,,,664.0
43.33228840552265,11.32417581394725,12,Terminal bus,Osteria di kamollia,"Trattoria, tuscan restaurant",Via camollia 114,,,765.0
43.33228840552265,11.32417581394725,12,Terminal bus,Trattoria fonte giusta,"Trattoria, tuscan restaurant",Via camollia 102,,,779.0
43.33228840552265,11.32417581394725,12,Terminal bus,Osteria la piana,Trattoria,Via camollia 122,,,719.0
43.33228840552265,11.32417581394725,12,Terminal bus,Charlie bar,"Wine bar, café, restaurant",Viale camillo benso conte di cavour 58,,,474.0
43.33228840552265,11.32417581394725,12,Terminal bus,Pasticceria corsini siena,"Bakery, café, restaurant",Viale a. diaz,,,846.0
43.33228840552265,11.32417581394725,12,Terminal bus,Enzo,"Hair salon, restaurant",Via camollia 49,,,938.0
43.34144450071458,11.312348354700475,8,Vico alto,La veranda,Italian,Piazza calabria,6.0,4.7,50.228357191496194
43.34144450071458,11.312348354700475,8,Vico alto,Skile' music bar,Cafes,Piazza calabria 18,1.0,3.0,81.3421873973679
43.34144450071458,11.312348354700475,8,Vico alto,Antica trattoria botteganova,"Italian, bars",Strada chiantigiana 29,1.0,5.0,686.5402064357199
43.34144450071458,11.312348354700475,8,Vico alto,Mc donald's,"Fast food, burgers",Via fiorentina 124,1.0,2.0,482.4272833515509
43.34144450071458,11.312348354700475,8,Vico alto,Fontebecci,"Pizza, italian",Via fiorentina 133,2.0,2.0,572.730254582314
43.34144450071458,11.312348354700475,8,Vico alto,La veranda,Pizzeria,Piazza calabria 20,,,49.0
43.34144450071458,11.312348354700475,8,Vico alto,Al fiumino,"Wine bar, buffet, gastropub",Via giovanni paolo ii,,,331.0
43.34144450071458,11.312348354700475,8,Vico alto,Fontebecci,"Pizzeria, italian restaurant",Via fiorentina 133,,,532.0
43.34144450071458,11.312348354700475,8,Vico alto,Pizzeria poppi,Pizzeria,Via fiorentina 105,,,519.0
43.34144450071458,11.312348354700475,8,Vico alto,Ristorante il mestolo,"Italian restaurant, seafood restaurant",Via fiorentina 81,,,556.0
43.34144450071458,11.312348354700475,8,Vico alto,Bar le terrazze,"Café, restaurant",Via quinto settano 19,,,750.0
43.34144450071458,11.312348354700475,8,Vico alto,Ristorante pizzeria il jolly,"Pizzeria, italian restaurant",Via fiorentina 13,,,782.0
43.34144450071458,11.312348354700475,8,Vico alto,Bar mens sana,"Bar, café, restaurant",Via bartalini 1,,,826.0
43.34144450071458,11.312348354700475,8,Vico alto,Macelleria parenti,Steakhouse,Viale camillo benso conte di cavour 228,,,842.0
43.34144450071458,11.312348354700475,8,Vico alto,Bar acquacalda,"Bar, café, restaurant",Via delle province 14,,,852.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Il bargello,"Bars, trattorie, tuscan",Via di citta' 53,23.0,4.5,1009.1284218845644
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Zest,"Italian, wine bars",Costa di sant'antonio 13,26.0,4.7,832.934517504512
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Fonte giusta,Tuscan,Via camollia 102,21.0,4.6,542.597331378181
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,La prosciutteria,"Wine bars, tuscan",Via di pantaneto,34.0,4.7,985.9909341783866
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Antica osteria da divo,Italian,Via franciosa 25,67.0,4.2,1090.0019710467593
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,L'oro di siena,"Pizza, italian, trattorie",Via garibaldi 61,9.0,4.8,295.240620211039
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Compagnia dei vinattieri,Tuscan,"Via delle terme, 79",24.0,4.3,781.7017726903798
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Taverna di cecco,Tuscan,Via cecco angliolieri 19,52.0,4.5,765.5980690538091
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Salefino vino e cucina,"Tuscan, wine bars",Via degli umiliati 1,11.0,4.5,524.3746913352414
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,La chiacchiera,Italian,Via costa di san antonio 4,23.0,4.3,833.5335300820216
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Café nannini,Cafes,Piazza matteotti 32,14.0,4.4,686.4185508007778
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Gallo nero,Tuscan,Via del porrione 65,11.0,4.4,985.8153859718642
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Nannini,"Desserts, patisserie/cake shop, cafes",Via banchi di sopra 24,20.0,4.2,817.6177840504087
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Il vinaio,"Sandwiches, tuscan, fast food",Via camollia 167,12.0,4.3,618.9321674589352
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Ristorante san desiderio,Italian,Piazza l. bonelli 2,16.0,3.9,1030.6356331312777
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Osteria di kamollia,Tuscan,Via di camollia 114,9.0,4.2,544.3481853380853
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Mugolone,"Italian, gluten-free",Via dei pellegrini 8,7.0,5.0,968.7656222524524
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Spadaforte,Pizza,Piazza del campo 13,11.0,4.3,1005.4886681592126
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Ristorante san domenico,Tuscan,Via di camporegio 15,7.0,4.7,866.537722900049
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Ravioli wang,Chinese,Viale vittorio emanuele ii 38,9.0,4.8,866.6514237555052
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,L'oro di siena di luppoli marcellino & c. snc,"Pizzeria, italian restaurant",Via giuseppe garibaldi 61,,,295.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Sushi bar,"Trattoria, japanese restaurant",Via domenico beccafumi 10,,,198.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Osteria l'osteria,Italian restaurant,Via dei rossi 79,,,579.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Osteria di kamollia,"Trattoria, tuscan restaurant",Via camollia 114,,,551.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Trattoria fonte giusta,"Trattoria, tuscan restaurant",Via camollia 102,,,545.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Enzo,"Hair salon, restaurant",Via camollia 49,,,541.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Osteria il vinaio,"Deli, tuscan restaurant",Via camollia 167,,,607.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,La grotta di san francesco,"Pizzeria, italian restaurant, soup spot",Via baldassarre peruzzi 20,,,503.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Tre cristi,Italian restaurant,Vicolo di provenzano 1,,,586.0
43.3267643528839,11.333701602030146,6,Casa dell'ambiente,Osteria le sorelline,Restaurant,Via dei rossi 76,,,560.0
43.309896469034115,11.315263114715208,10,Frajese,Osteria nonna gina,Tuscan,"Via piano dei mantellini, 2",38.0,4.2,1155.8224781058368
43.309896469034115,11.315263114715208,10,Frajese,Da michele,"Tuscan, seafood, pizza",Strada massetana 64,1.0,5.0,140.3971018375967
43.309896469034115,11.315263114715208,10,Frajese,Sotto le fonti,"Pizza, tuscan",Via esterna di fontebranda 114,6.0,4.5,1126.830869064844
43.309896469034115,11.315263114715208,10,Frajese,Da michele,Tuscan,Strada massetana 64,2.0,3.0,276.96413695455834
43.309896469034115,11.315263114715208,10,Frajese,Biovita,"Cafeteria, health markets, vegetarian",Via massetana romana 54,1.0,5.0,937.9382758442632
43.309896469034115,11.315263114715208,10,Frajese,Nannini,"Cafeteria, italian, cupcakes",Via banchi di sopra 24,1.0,2.0,420.5235051762208
43.309896469034115,11.315263114715208,10,Frajese,Enzo sushi,Restaurant,Via paolo frajese 63,,,44.0
43.309896469034115,11.315263114715208,10,Frajese,Cannoleria ke cassata,Restaurant,Strada di pescaia 117,,,118.0
43.309896469034115,11.315263114715208,10,Frajese,Da michele,"Pizzeria, italian restaurant, soup spot",Strada massetana 64,,,134.0
43.309896469034115,11.315263114715208,10,Frajese,Il tagliere di lele,"Bar, gastropub, pizzeria",Strada pescaia 129,,,137.0
43.309896469034115,11.315263114715208,10,Frajese,Centotre art pizza bar,Pizzeria,Strada di pescaia 129,,,142.0
43.309896469034115,11.315263114715208,10,Frajese,Bar rigacci,Café,Via di pescaia 129,,,162.0
43.309896469034115,11.315263114715208,10,Frajese,Roadhouse,Restaurant,Strada di montalbuccio 2,,,178.0
43.309896469034115,11.315263114715208,10,Frajese,Il barrino,"Wine bar, café, sandwich spot",Via massetana romana 5,,,358.0
43.309896469034115,11.315263114715208,10,Frajese,Il portico braceria,"Cafe, coffee, and tea house, pizzeria",Strada di pescaia 53,,,487.0
43.309896469034115,11.315263114715208,10,Frajese,Metropolis caffé,Café,Via paolo frajese 23,,,529.0
43.31731492915876,11.332998096329902,12,Mercato,La taverna di san giuseppe,Tuscan,Via giovanni dupre 132,169.0,4.8,229.69977052778395
43.31731492915876,11.332998096329902,12,Mercato,Il bargello,"Bars, trattorie, tuscan",Via di citta' 53,23.0,4.5,195.1436106299548
43.31731492915876,11.332998096329902,12,Mercato,La prosciutteria,"Wine bars, tuscan",Via di pantaneto,34.0,4.7,199.54479012894396
43.31731492915876,11.332998096329902,12,Mercato,Antica trattoria papei,"Tuscan, trattorie",Via del mercato 6,35.0,4.2,79.89251787519889
43.31731492915876,11.332998096329902,12,Mercato,Numero unico,Italian,Via di citta 125,17.0,4.5,246.88325946139807
43.31731492915876,11.332998096329902,12,Mercato,Ri.me.,Tuscan,Via giovanni duprè 90,15.0,4.3,196.51371479233293
43.31731492915876,11.332998096329902,12,Mercato,Gallo nero,Tuscan,Via del porrione 65,11.0,4.4,127.80804201921748
43.31731492915876,11.332998096329902,12,Mercato,Nannini,"Desserts, patisserie/cake shop, cafes",Via banchi di sopra 24,20.0,4.2,272.1120330166504
43.31731492915876,11.332998096329902,12,Mercato,Zest,"Italian, wine bars",Costa di sant'antonio 13,26.0,4.7,458.9875111537301
43.31731492915876,11.332998096329902,12,Mercato,Antica osteria da divo,Italian,Via franciosa 25,67.0,4.2,411.2471404794785
43.31731492915876,11.332998096329902,12,Mercato,Ostaria dá cice,Italian,Via san pietro 32,14.0,4.0,276.18909530271804
43.31731492915876,11.332998096329902,12,Mercato,Ristorante san desiderio,Italian,Piazza l. bonelli 2,16.0,3.9,238.96166103406236
43.31731492915876,11.332998096329902,12,Mercato,Spadaforte,Pizza,Piazza del campo 13,11.0,4.3,160.9526155007609
43.31731492915876,11.332998096329902,12,Mercato,Compagnia dei vinattieri,Tuscan,"Via delle terme, 79",24.0,4.3,399.8247199125929
43.31731492915876,11.332998096329902,12,Mercato,Mugolone,"Italian, gluten-free",Via dei pellegrini 8,7.0,5.0,253.34644403156923
43.31731492915876,11.332998096329902,12,Mercato,Prètto,"Salumerie, cheese shops, tuscan",Via dei termini 4,12.0,4.1,284.4397846448097
43.31731492915876,11.332998096329902,12,Mercato,Osteria le logge,Italian,Via del porrione 33,33.0,4.1,131.6543228192443
43.31731492915876,11.332998096329902,12,Mercato,Vi vace,"Pizza, italian",Via stalloreggi 64,34.0,4.3,445.9593678427501
43.31731492915876,11.332998096329902,12,Mercato,Taverna di cecco,Tuscan,Via cecco angliolieri 19,52.0,4.5,310.2762377818051
43.31731492915876,11.332998096329902,12,Mercato,Il bandierino,"Bars, pizza, tuscan",Piazza campo 64,26.0,3.1,183.0582647120661
43.31731492915876,11.332998096329902,12,Mercato,Gino cacino,Food and beverage retail,Piazza del mercato 31,,,49.0
43.31731492915876,11.332998096329902,12,Mercato,Ristorante la finestra,"Diner, italian restaurant",Piazza mercato 14,,,63.0
43.31731492915876,11.332998096329902,12,Mercato,Grotta gallo nero,Italian restaurant,Via porrione 65,,,110.0
43.31731492915876,11.332998096329902,12,Mercato,Gallo nero,Italian restaurant,Via del porrione 65,,,126.0
43.31731492915876,11.332998096329902,12,Mercato,Osteria il carroccio,Trattoria,Via casato di sotto 32,,,124.0
43.31731492915876,11.332998096329902,12,Mercato,La prosciutteria,"Bar, italian restaurant, tapas restaurant",Via di pantaneto 89,,,194.0
43.31731492915876,11.332998096329902,12,Mercato,La taverna di san giuseppe,"Tuscan restaurant, mediterranean restaurant",Via giovanni duprè 132,,,237.0
43.31731492915876,11.332998096329902,12,Mercato,La bottega del caffè,"Bar, café, restaurant",Via banchi di sotto 39,,,202.0
43.31731492915876,11.332998096329902,12,Mercato,Caffè fiorella,Café,Via di città 13,,,235.0
43.31731492915876,11.332998096329902,12,Mercato,Ristorante san desiderio,"Pizzeria, italian restaurant",Piazzetta bonelli luigi 2,,,244.0
43.296855852957854,11.334853581853508,9,Tufi,Biovita,"Cafeteria, health markets, vegetarian",Via massetana romana 54,1.0,5.0,1226.9015089171305
43.296855852957854,11.334853581853508,9,Tufi,Il tocco,"Pizza, cafes, tuscan",Via cassia sud 122,2.0,4.0,1005.5410567099854
43.34340723815478,11.322848796844482,10,Calamandrei,La veranda,Italian,Piazza calabria,6.0,4.7,857.857508181388
43.34340723815478,11.322848796844482,10,Calamandrei,Skile' music bar,Cafes,Piazza calabria 18,1.0,3.0,850.2699737998013
43.34340723815478,11.322848796844482,10,Calamandrei,Mensa san miniato ristorante,Restaurant,Via de nicola 9,,,110.0
43.34340723815478,11.322848796844482,10,Calamandrei,Il palio restaurant,Restaurant,Via a. lombardi 41 four points by sheraton,,,448.0
43.34340723815478,11.322848796844482,10,Calamandrei,La pizzeria di san miniato,Pizzeria,Piazza palmiro togliatti 2,,,576.0
43.34340723815478,11.322848796844482,10,Calamandrei,La veranda,Pizzeria,Piazza calabria 20,,,856.0
43.34340723815478,11.322848796844482,10,Calamandrei,Pizzeria scacciapensieri,Pizzeria,Via nazareno orlandi 21,,,614.0
43.34340723815478,11.322848796844482,10,Calamandrei,Ristorante colleverde,Pizzeria,Strada di scacciapensieri 47,,,974.0
43.34340723815478,11.322848796844482,10,Calamandrei,Pizzeria ristorante camping colleverde,Pizzeria,Strada di scacciapensieri 47,,,979.0
43.33464040894888,11.304802894592289,10,Petriccio,Hotel garden,"Venues & event spaces, hotels, italian",Via custoza 2,13.0,2.8,741.1333389088937
43.33464040894888,11.304802894592289,10,Petriccio,La veranda,Italian,Piazza calabria,6.0,4.7,1015.945443550808
43.33464040894888,11.304802894592289,10,Petriccio,Mc donald's,"Fast food, burgers",Via fiorentina 124,1.0,2.0,864.6041400557705
43.33464040894888,11.304802894592289,10,Petriccio,Bar cecco,"Cafes, fast food, pizza, coffee & tea",Viale camillo benso conte di cavour,3.0,3.0,738.6663240088411
43.33464040894888,11.304802894592289,10,Petriccio,Fontebecci,"Pizza, italian",Via fiorentina 133,2.0,2.0,820.1977595702692
43.33464040894888,11.304802894592289,10,Petriccio,Skile' music bar,Cafes,Piazza calabria 18,1.0,3.0,1042.034487595549
43.33464040894888,11.304802894592289,10,Petriccio,Bar giglio,"Bar, café, restaurant",Via colombini 32,,,297.0
43.33464040894888,11.304802894592289,10,Petriccio,Al fiumino,"Wine bar, buffet, gastropub",Via giovanni paolo ii,,,672.0
43.33464040894888,11.304802894592289,10,Petriccio,Ristorante il mestolo,"Italian restaurant, seafood restaurant",Via fiorentina 81,,,580.0
43.33464040894888,11.304802894592289,10,Petriccio,Fontebecci,"Pizzeria, italian restaurant",Via fiorentina 133,,,810.0
43.33464040894888,11.304802894592289,10,Petriccio,Pizzeria la fenice siena,Pizzeria,Via fiorentina 88,,,648.0
